Directory	Run	LogLikelihood	ModelParameters	ModelValues
output_full_group3-Amil_process5_30-5-25	Run 1	-23975.05	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.947, 1.539, 3.776, 1.467, 14.883, 0.00e+00, 0.00e+00, 3.149, 25.872, 12.5, 0.027, 0.195, 7922.29)
output_full_group3-Amil_process5_30-5-25	Run 7	-23978.95	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.656, 0.018, 2.765, 1.107, 13.665, 0.00e+00, 0.026, 2.372, 19.771, 9.426, 0.037, 0.25, 10377.95)
output_full_group1-group3_process1_30-5-25	Run 5	-12747.85	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(2.613, 0.876, 4.615, 0.796, 26.324, 0.00e+00, 0.623, 1.598, 19.699, 21.335, 0.196, 0.337, 6188.71)
output_full_group1-group3_process1_30-5-25	Run 7	-12754.26	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.465, 0.96, 5.0, 0.815, 28.117, 0.00e+00, 0.652, 1.548, 19.232, 21.752, 0.217, 0.304, 6198.87)
output_full_group1-group3_process1_30-5-25	Run 2	-12755.72	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.354, 0.556, 4.384, 0.704, 23.672, 0.00e+00, 0.73, 1.361, 17.172, 18.472, 0.226, 0.39, 7141.15)
output_full_group1-group3_process1_30-5-25	Run 8	-12848.24	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(44.646, 1.85, 5.0, 1.0, 37.587, 0.00e+00, 0.587, 1.588, 21.028, 22.175, 0.194, 0.313, 5836.14)
output_full_group1-group3_process1_30-5-25	Run 3	-13239.38	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.091, 3.17, 1.813, 2.328, 32.677, 0.00e+00, 0.00e+00, 1.229, 21.264, 23.114, 0.297, 0.218, 6014.12)
output_full_group4-Amil_process5_30-5-25	Run 7	-25533.14	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.787, 0.597, 4.179, 1.515, 18.143, 0.00e+00, 0.00e+00, 3.192, 30.352, 10.77, 0.024, 0.225, 8532.36)
output_full_group4-Amil_process5_30-5-25	Run 5	-25540.05	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.028, 0.166, 2.911, 1.121, 11.737, 0.00e+00, 0.00e+00, 2.531, 23.227, 8.753, 0.032, 0.274, 10955.34)
output_full_group4-Amil_process5_30-5-25	Run 4	-25553.94	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(40.646, 1.133, 2.705, 1.054, 11.771, 0.00e+00, 0.00e+00, 2.374, 21.928, 8.173, 0.034, 0.293, 11637.93)
output_full_group4-Amil_process5_30-5-25	Run 1	-25564.96	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.354, 2.168, 2.663, 1.066, 12.886, 0.00e+00, 0.00e+00, 2.366, 21.906, 8.256, 0.036, 0.285, 11612.23)
output_full_group4-Amil_process5_30-5-25	Run 3	-25569.32	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.09, 0.505, 2.543, 0.993, 9.448, 0.00e+00, 0.00e+00, 2.301, 20.94, 7.882, 0.035, 0.307, 12157.44)
output_full_group1-group4_process7_30-5-25	Run 7	-12171.11	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(3.242, 2.087, 5.0, 0.915, 50.389, 0.00e+00, 0.679, 1.082, 15.366, 25.568, 0.42, 0.12, 7046.09)
output_full_group1-group4_process7_30-5-25	Run 5	-12247.57	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.659, 7.802, 5.0, 1.002, 52.008, 0.00e+00, 0.599, 1.26, 17.465, 28.77, 0.358, 0.122, 6311.46)
output_full_group1-group4_process7_30-5-25	Run 8	-12848.15	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.691, 0.107, 1.892, 2.398, 34.671, 0.00e+00, 0.061, 0.853, 17.778, 25.393, 0.455, 0.166, 7193.82)
output_full_group1-group4_process7_30-5-25	Run 6	-12849.57	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(0.143, 2.475, 1.834, 2.122, 35.263, 0.00e+00, 0.11, 0.827, 16.771, 24.625, 0.494, 0.134, 7437.83)
output_full_group1-group4_process7_30-5-25	Run 1	-12855.34	(nu_1, nu_2, t1, nu11, nu12, m1_12, m1_21, t2, nu21, nu22, m2_12, m2_21, theta)	(1.019, 1.012, 1.925, 2.292, 37.872, 0.00e+00, 0.071, 0.918, 17.973, 25.611, 0.44, 0.154, 6989.06)
